Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (µmhos/cm)-Minimum,CONDUCTIVITY (µmhos/cm)-Maximum,CONDUCTIVITY (µmhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean,FLUORIDE(mg/l)-Minimum,FLUORIDE(mg/l)-Maximum,FLUORIDE(mg/l)-Mean
2669,"""WATER QUALITY OF TRIBUTARY STREAMS- INDRAYANI""","""INDRAYANI AT UPSTREAM OF MOSHIGAON,HAWELI, PUNE""","""MAHARASHTRA""",24,30,26.7,2.6,5.9,4.7,6.9,8.9,7.6,202,652,456,3,10.5,7,0.04,1.5,0.43,85,380,201,275,1800,1800,NA,NA,NA
1911,"""WATER QUALITY OF TRIBUTARY STREAMS- CHANDRABHAGA""","""CHANDRABHAGA UPSTREAM OF PANDHARPUR TOWN""","""MAHARASHTRA""",22,38,32.2,5.2,6,5.5,7.6,8.7,8.1,288,1916,1129,2.8,6.5,4.7,0.33,2.4,0.63,65,290,167,350,550,341,NA,NA,NA
1912,"""WATER QUALITY OF TRIBUTARY STREAMS- CHANDRABHAGA""","""CHANDRABHAGA DOWNSTREAM OFPANDHARPUR TOWN""","""MAHARASHTRA""",21,38,30.8,4.7,5.8,5,7.4,8.8,8.1,393,2861,1336,3.5,10.5,6.3,0.26,2.1,0.71,85,350,212,900,1800,1764,NA,NA,NA
2665,"""WATER QUALITY OF TRIBUTARY STREAMS- GHOD""","""GHOD AT SHIRUR, PUNE""","""MAHARASHTRA""",25,30,27.1,2.7,5.9,4.7,7.4,8.8,8,394,1450,959,3.8,10.5,6.7,0.04,1.4,0.39,25,425,252,275,1800,1717,NA,NA,NA
2705,"""WATER QUALITY OF TRIBUTARY STREAMS- SINA""","""SINA NEAR LABOTI TOLL NAKA,LABOTI, MOHAL, SOLAPUR""","""MAHARASHTRA""",18,37,27.3,3.9,6.1,5,7.4,8.5,8,654,1478,1078,2.8,12.2,6.6,0.3,2.7,0.93,45,275,167,350,1800,1783,NA,NA,NA
2711,"""WATER QUALITY OF TRIBUTARY STREAMS- URMODI""","""URMODI , NAGTHANE, SATARA""","""MAHARASHTRA""",20.3,24,22.1,4.7,6,5.2,7.1,8.3,7.8,134,549,271,2,7.5,5.8,0.1,1.5,0.39,20,350,135,550,1800,751,NA,NA,NA
2715,"""WATER QUALITY OF TRIBUTARY STREAMS- VEL""","""VEL AT SHIKRAPUR, SHIRUR, PUNE""","""MAHARASHTRA""",24,30,27.3,2.3,5.4,4.5,6.9,9.2,7.9,186,1050,448,4,14,7.8,0.2,0.42,0.3,25,350,218,550,1800,1442,NA,NA,NA
1255,"""WATER QUALITY OF RIVER- PENNAR""","""PENNAR BEFORE CONFL.WITH CHITRAVATHI,TADPATRI,UNGANOOR""","""ANDHRA PRADESH""",26,28,26.7,6.2,6.9,6.6,7.3,8.4,8,610,934,736,2.6,3.7,3.3,0.3,0.9,0.65,95,140,114,200,1800,1725,NA,NA,NA
1256,"""WATER QUALITY OF RIVER- PENNAR""","""PENNAR AFTER CONF. WITHPAPAGNI,PUSPAGINI""","""ANDHRA PRADESH""",18.2,28.3,25.5,6.1,7.1,6.7,7.6,8.2,8,620,943,783,2.3,3,2.7,0.3,3.2,0.69,100,180,126,700,1800,1600,NA,NA,NA
1257,"""WATER QUALITY OF RIVER- PENNAR""","""PENNAR AFTER CONF. WITH CHEYYURU,SOMASILE""","""ANDHRA PRADESH""",28,30,29,3.9,8.2,5.9,7.2,8.6,8,523,1728,794,0.5,6,1.1,0.19,0.32,0.26,4,6,6,2600,1800,1604,NA,NA,NA
30,"""WATER QUALITY OF RIVER- PENNAR""","""PENNAR AT SIDDVATA, NELLORE""","""ANDHRA PRADESH""",22.8,28,26.1,5.9,7,6.8,7.6,8.2,7.9,540,990,768,2.4,3.1,2.7,0.8,1.8,1.3,90,160,118,900,1800,1498,NA,NA,NA
1198,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT NAPOKULU BDG (DOWNSTREAM)""","""KARNATAKA""",20,28,24.5,5.8,7.9,6.9,6.2,8.5,7.5,34,90,59,1,1,1,0.07,0.24,0.14,1600,1600,1600,1600,1600,915,NA,NA,NA
1195,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT KUSHAL NAGAR UPSTREAM(NEAR BAICHANAHALLI)""","""KARNATAKA""",20,28,25.3,5.9,8,7,6.9,8.8,7.8,46,132,93,1,1,1,0,0.32,0.13,1600,1600,1600,1600,1800,1520,NA,NA,NA
33,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT KRS DAM,BALAMURIKSHETRA""","""KARNATAKA""",24,28,26.6,6,7.8,7,8.1,8.9,8.5,122,322,235,1,1,1,0.12,0.8,0.31,1600,1600,1600,1600,1800,1377,NA,NA,NA
1386,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT DOWNSTREAM OF KAREKUARA VILLAGE""","""KARNATAKA""",24,29,26.8,5.8,8.4,6.9,7.6,8.8,8.5,157,324,243,1,1,1,0.15,0.55,0.33,1600,1600,1600,1600,1800,1210,NA,NA,NA
1171,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT SRIRANGAPATTANNA,DOWNSTREAM OF ROAD BDG.""","""KARNATAKA""",24,29,26.4,4.7,7.7,6.1,7.6,8.6,8.1,140,384,280,1,2,1.6,0.13,0.65,0.38,1600,1600,1600,1600,1800,1113,NA,NA,NA
34,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT SATHYAGALAM BRIDGE""","""KARNATAKA""",25,27,26.5,6.4,8.5,7.6,7.5,8.7,8.1,190,518,336,1,1,1,0.22,0.92,0.46,1600,1600,1600,1600,1800,1485,NA,NA,NA
2773,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT BANNUR BRIDGE""","""KARNATAKA""",25,29,26.7,5.2,8.5,7,7.5,8.7,8.1,207,428,331,1,2,1.3,0.24,0.54,0.39,1600,1600,1600,1600,1200,1002,NA,NA,NA
2774,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT RANGANATHITTU""","""KARNATAKA""",24,28,25.8,5.9,7.7,6.7,6.9,8.4,8.1,161,396,277,1,2,1.1,0.15,0.69,0.35,1600,1600,1600,1600,1200,1008,NA,NA,NA
50,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT METTUR""","""TAMILNADU""",24,29,27.9,3.2,8.8,6.5,7.6,8.7,8.1,291,602,417,0.7,5,1.5,0.05,0.67,0.2,80,220,166,170,3400,3158,NA,NA,NA
1322,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT 1KM. DOWNSTREAM OF BHAVANI RIVER CONFL""","""TAMILNADU""",27,31,28.4,4.7,9.6,6.2,7.7,8.4,8,293,812,475,0.3,3.7,1.1,0.03,1.36,0.25,90,220,163,200,1200,1040,NA,NA,NA
51,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT PALLIPPALAYAM""","""TAMILNADU""",25,28,26.7,5.5,8.2,6.7,7.3,8.4,7.9,280,613,425,0.5,2.3,1.2,0.04,0.39,0.2,110,1300,307,210,1600,1600,NA,NA,NA
1320,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT ERODE NEAR CHIRAPALAYAM""","""TAMILNADU""",27,31,28.5,1.7,8.7,5.6,7.3,8.2,7.7,262,920,475,0.4,5.1,1.7,0.08,0.7,0.25,110,2200,388,240,1600,1600,NA,NA,NA
1323,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT VELORE NEARKATTIPALAYAM""","""TAMILNADU""",25,28,26.2,5.5,9.6,6.9,7.1,8.3,7.9,289,719,442,0.5,2.4,1.3,0.02,0.31,0.17,110,460,171,220,1600,1600,NA,NA,NA
3015,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT PUGALUR, KARUR""","""TAMILNADU""",27,32,28.9,5.7,9.7,7.4,7.7,8.8,8.2,369,1332,727,0.1,1.9,1.2,0.06,0.41,0.22,90,220,161,210,1600,1600,NA,NA,NA
1324,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT MOHANUR NEARPATTAIPALAYAM""","""TAMILNADU""",25,27,25.8,5.2,8.2,6.8,7,8.5,7.8,331,840,500,0.7,2.5,1.3,0.02,0.34,0.16,110,330,177,260,1600,1600,NA,NA,NA
1451,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT THIRUMUKKUDAL- CONFL. PT.OF R. AMRAVATI""","""TAMILNADU""",26,31,28,4.3,8,6.5,7.6,8.6,8.1,376,993,635,0.2,1.3,0.8,0.01,0.64,0.17,80,310,160,210,1600,1600,NA,NA,NA
31,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT MUSIRI""","""TAMILNADU""",24,30,28.3,6.7,10.5,8,7.4,8.5,8.1,316,892,598,0.4,1.5,0.9,0.06,0.42,0.18,60,320,144,170,1600,1600,NA,NA,NA
3016,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT PETTAIVAITHALAI,TRICHY""","""TAMILNADU""",24,30,27.8,5.5,10.6,7.6,4.3,8.4,7.8,437,903,670,0.2,1.6,0.9,0.04,0.48,0.23,110,220,151,220,1600,1600,NA,NA,NA
1202,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT TIRUCHIRAPPALLI UPSTREAM""","""TAMILNADU""",23,29,27.6,6.5,9.1,7.6,7.6,8.6,8.2,326,814,576,0.3,1.4,0.8,0.01,0.34,0.2,110,170,144,220,400,334,NA,NA,NA
1325,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT TIRUCHIRAPPALLI DOWNSTREAM""","""TAMILNADU""",23,29,26.6,3.7,8.3,6.1,7.5,8.5,8,418,1026,739,0.7,4.2,1.9,0.03,0.42,0.16,140,790,255,320,400,324,NA,NA,NA
1203,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT TRICHY,GRAND ANAICUT""","""TAMILNADU""",22,28,26,4.8,8,6.4,7.6,8.4,8.1,409,1061,752,0.6,5.3,1.9,0.03,0.42,0.2,110,940,300,220,2200,543,NA,NA,NA
1206,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT THANJAVUR""","""TAMILNADU""",25,32,28.2,3.6,8.2,6.5,7.4,8.6,8,358,1099,657,0.3,3.9,1.3,0.04,0.37,0.21,90,330,154,220,3500,673,NA,NA,NA
3018,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT MAYILADUTHURAI,NAGAPATTINAM""","""TAMILNADU""",24,27,24.3,6,7.8,6.8,7.7,8.6,8.1,288,915,576,0.7,3.9,1.9,0.01,0.45,0.22,110,260,165,200,940,347,NA,NA,NA
3012,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT KOMARAPALAYAM,NAMAKAL""","""TAMILNADU""",25,28,26.8,4,10.4,6.4,7.4,8.2,7.8,297,700,431,0.4,3.4,1.3,0.01,0.45,0.25,90,270,178,200,470,323,NA,NA,NA
3013,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT URRACHIKOTTAI, ERODE""","""TAMILNADU""",26,28,27.5,3.3,7.9,5.8,7.3,8.4,7.9,97,549,290,0.5,2.5,1.2,0.05,0.75,0.19,20,220,134,90,700,368,NA,NA,NA
3014,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT VAIRAPALAYAM,NAMAKAL""","""TAMILNADU""",25,28,26.9,3,10.9,6.9,7.2,8.3,7.8,252,606,399,0.2,4.7,1.9,0.05,0.48,0.21,110,490,169,210,460,325,NA,NA,NA
3017,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT KUMBAKONAM,THANJAVUR""","""TAMILNADU""",23,33,27.5,4.6,8.3,7,7.5,8.7,8.1,316,816,513,0.7,4.6,1.7,0.04,0.34,0.22,110,340,182,210,520,303,NA,NA,NA
1326,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT COLEROON(ESTUARINE ZONE)""","""TAMILNADU""",26,33,31.5,7.2,10.2,8.1,7.4,8.6,8,270,3640,1133,0.2,2.4,0.8,0.06,0.42,0.2,70,220,148,140,390,305,NA,NA,NA
1327,"""WATER QUALITY OF RIVER- CAUVERY""","""CAUVERY AT PITCHAVARAM(ESTUARINE ZONE)""","""TAMILNADU""",25,34,31.8,5.8,8.9,7.8,7.6,8.8,8.1,283,3520,1073,0.1,7.2,1.6,0.03,0.31,0.16,70,220,148,110,390,287,NA,NA,NA
